2019-01-23,5,4
2019-01-23,6,3
2019-01-23,7,3
2019-01-23,8,3
2019-01-23,10,3
2019-01-23,12,2
2019-01-23,13,1
2019-01-23,14,1
2019-01-23,15,2
2019-01-23,17,1
2019-01-23,18,2
2019-01-23,19,3
2019-01-23,20,1
2019-01-23,21,1
2019-01-23,22,2
2019-01-23,23,2
2019-01-24,0,3
2019-01-24,1,1
2019-01-24,2,1
2019-01-24,3,6
2019-01-24,4,7
2019-01-24,5,6
2019-01-24,6,4
2019-01-24,7,2
2019-01-24,8,6
2019-01-24,9,2
2019-01-24,10,3
2019-01-24,11,2
2019-01-24,12,4
2019-01-24,13,1
2019-01-24,14,5
2019-01-24,15,2
2019-01-24,16,1
2019-01-24,17,2
2019-01-24,18,6
2019-01-24,19,3
2019-01-24,20,3
2019-01-24,21,3
2019-01-24,22,5
2019-01-24,23,3
2019-01-25,0,4
2019-01-25,1,4
2019-01-25,2,4
2019-01-25,3,1
2019-01-25,4,4
2019-01-25,5,2
2019-01-25,6,3
2019-01-25,7,7
2019-01-25,8,5
2019-01-25,9,4
2019-01-25,10,9
2019-01-25,11,6
2019-01-25,12,3
2019-01-25,13,3
2019-01-25,14,4
2019-01-25,15,5
2019-01-25,16,6
2019-01-25,17,7
2019-01-25,18,1
2019-01-25,20,8
2019-01-25,21,6
2019-01-25,22,3
2019-01-25,23,3
2019-01-26,0,4
2019-01-26,1,4
2019-01-26,2,2
2019-01-26,3,5
2019-01-26,4,1
2019-01-26,5,3
2019-01-26,6,5
2019-01-26,7,2
2019-01-26,8,7
2019-01-26,9,2
2019-01-26,10,2
2019-01-26,11,3
2019-01-26,12,4
2019-01-26,13,3
2019-01-26,14,5
2019-01-26,15,2
2019-01-26,16,3
2019-01-26,17,2
2019-01-26,18,4
2019-01-26,19,5
2019-01-26,20,2
2019-01-26,21,5
2019-01-26,22,3
2019-01-26,23,5
2019-01-27,0,3
2019-01-27,1,4
2019-01-27,2,6
2019-01-27,3,7
2019-01-27,4,4
2019-01-27,5,3
2019-01-27,6,5
2019-01-27,7,3
2019-01-27,8,1
2019-01-27,9,6
2019-01-27,10,8
2019-01-27,11,5
2019-01-27,12,4
2019-01-27,13,3
2019-01-27,14,6
2019-01-27,15,5
2019-01-27,16,5
2019-01-27,17,7
2019-01-27,18,2
2019-01-27,19,3
2019-01-27,20,4
2019-01-27,21,3
2019-01-27,23,4
2019-01-28,0,6
2019-01-28,1,4
2019-01-28,2,3
2019-01-28,3,4
2019-01-28,4,2
2019-01-28,5,1
2019-01-28,6,6
2019-01-28,7,3
2019-01-28,8,3
2019-01-28,9,4
2019-01-28,10,5
2019-01-28,11,4
2019-01-28,12,3
2019-01-28,13,6
2019-01-28,14,6
2019-01-28,15,2
2019-01-28,16,1
2019-01-28,17,4
2019-01-28,18,5
2019-01-28,19,2
2019-01-28,20,8
2019-01-28,21,2
2019-01-28,22,4
2019-01-28,23,4
2019-01-29,0,9
2019-01-29,1,6
2019-01-29,2,3
2019-01-29,3,3
2019-01-29,4,2
2019-01-29,5,4
2019-01-29,6,4
2019-01-29,7,2
2019-01-29,8,4
2019-01-29,9,9
2019-01-29,10,6
2019-01-29,11,3
2019-01-29,12,9
2019-01-29,13,6
2019-01-29,14,5
2019-01-29,15,2
2019-01-29,16,3
2019-01-29,17,2
2019-01-29,18,5
2019-01-29,19,7
2019-01-29,20,3
2019-01-29,21,4
2019-01-29,22,2
2019-01-29,23,1
2019-01-30,0,4
2019-01-30,1,5
2019-01-30,2,4
2019-01-30,3,6
2019-01-30,4,2
2019-01-30,5,1
2019-01-30,6,3
2019-01-30,7,6
2019-01-30,8,2
2019-01-30,9,6
2019-01-30,10,1
2019-01-30,11,1
2019-01-30,12,7
2019-01-30,13,1
2019-01-30,14,3
2019-01-30,15,3
2019-01-30,16,5
2019-01-30,17,9
2019-01-30,18,7
2019-01-30,19,6
2019-01-30,20,5
2019-01-30,21,8
2019-01-30,22,5
2019-01-30,23,6
2019-01-31,0,5
2019-01-31,1,5
2019-01-31,2,5
2019-01-31,3,2
2019-01-31,4,5
2019-01-31,5,4
2019-01-31,6,9
2019-01-31,7,5
2019-01-31,8,5
2019-01-31,9,7
2019-01-31,10,6
2019-01-31,11,8
2019-01-31,12,6
2019-01-31,13,8
2019-01-31,14,6
2019-01-31,15,6
2019-01-31,16,2
2019-01-31,17,6
2019-01-31,19,6
2019-01-31,20,5
2019-01-31,21,2
2019-01-31,22,1
2019-01-31,23,6
2019-02-01,0,4
2019-02-01,1,3
2019-02-01,2,4
2019-02-01,3,5
2019-02-01,4,4
2019-02-01,5,4
2019-02-01,6,1
2019-02-01,7,4
2019-02-01,8,3
2019-02-01,9,7
2019-02-01,10,3
2019-02-01,11,3
2019-02-01,12,2
2019-02-01,13,2
2019-02-01,14,5
2019-02-01,15,7
2019-02-01,16,6
2019-02-01,17,3
2019-02-01,18,7
2019-02-01,19,8
2019-02-01,20,3
2019-02-01,21,4
2019-02-01,22,2
2019-02-01,23,5
2019-02-02,0,1
2019-02-02,1,2
2019-02-02,2,3
2019-02-02,3,4
2019-02-02,4,7
2019-02-02,5,4
2019-02-02,6,6
2019-02-02,7,5
2019-02-02,8,2
2019-02-02,9,5
2019-02-02,10,5
2019-02-02,11,1
2019-02-02,13,2
2019-02-02,14,3
2019-02-02,15,2
2019-02-02,16,2
2019-02-02,17,1
2019-02-02,20,2
2019-02-02,21,3
2019-02-02,23,2
2019-02-03,0,1
2019-02-03,1,1
2019-02-03,2,1
2019-02-03,3,2
2019-02-03,4,8
2019-02-03,5,2
2019-02-03,6,1
