2019-01-27,0,3
2019-01-27,1,2
2019-01-27,2,7
2019-01-27,3,4
2019-01-27,4,2
2019-01-27,5,5
2019-01-27,6,3
2019-01-27,7,3
2019-01-27,8,6
2019-01-27,9,9
2019-01-27,10,8
2019-01-27,11,4
2019-01-27,12,6
2019-01-27,13,1
2019-01-27,14,3
2019-01-27,15,3
2019-01-27,16,11
2019-01-27,17,6
2019-01-27,18,8
2019-01-27,19,3
2019-01-27,20,5
2019-01-27,21,4
2019-01-27,22,6
2019-01-27,23,3
2019-01-28,0,4
2019-01-28,1,8
2019-01-28,2,3
2019-01-28,3,6
2019-01-28,4,7
2019-01-28,5,4
2019-01-28,6,6
2019-01-28,7,6
2019-01-28,8,4
2019-01-28,9,3
2019-01-28,10,6
2019-01-28,11,5
2019-01-28,12,2
2019-01-28,13,9
2019-01-28,14,5
2019-01-28,15,10
2019-01-28,16,5
2019-01-28,17,5
2019-01-28,18,5
2019-01-28,19,7
2019-01-28,20,6
2019-01-28,21,9
2019-01-28,22,5
2019-01-28,23,4
2019-01-29,0,4
2019-01-29,1,5
2019-01-29,2,10
2019-01-29,3,4
2019-01-29,4,3
2019-01-29,5,4
2019-01-29,6,7
2019-01-29,7,5
2019-01-29,8,7
2019-01-29,9,6
2019-01-29,10,3
2019-01-29,11,3
2019-01-29,12,4
2019-01-29,13,2
2019-01-29,14,5
2019-01-29,15,3
2019-01-29,16,7
2019-01-29,17,7
2019-01-29,18,3
2019-01-29,19,5
2019-01-29,20,5
2019-01-29,21,3
2019-01-29,22,3
2019-01-29,23,1
2019-01-30,0,2
2019-01-30,1,3
2019-01-30,2,6
2019-01-30,3,7
2019-01-30,4,4
2019-01-30,5,3
2019-01-30,6,4
2019-01-30,7,4
2019-01-30,8,6
2019-01-30,9,5
2019-01-30,10,7
2019-01-30,11,4
2019-01-30,12,8
2019-01-30,13,3
2019-01-30,14,5
2019-01-30,15,4
2019-01-30,16,4
2019-01-30,17,2
2019-01-30,18,8
2019-01-30,19,6
2019-01-30,20,6
2019-01-30,21,7
2019-01-30,22,6
2019-01-30,23,3
2019-01-31,0,1
2019-01-31,1,5
2019-01-31,2,6
2019-01-31,3,9
2019-01-31,4,3
2019-01-31,5,9
2019-01-31,6,6
2019-01-31,7,2
2019-01-31,8,4
2019-01-31,9,2
2019-01-31,10,6
2019-01-31,11,4
2019-01-31,12,3
2019-01-31,13,4
2019-01-31,14,3
2019-01-31,15,7
2019-01-31,16,7
2019-01-31,17,5
2019-01-31,18,7
2019-01-31,19,7
2019-01-31,20,4
2019-01-31,21,6
2019-01-31,22,7
2019-01-31,23,1
2019-02-01,0,4
2019-02-01,1,2
2019-02-01,2,1
2019-02-01,3,8
2019-02-01,4,6
2019-02-01,5,5
2019-02-01,6,2
2019-02-01,7,7
2019-02-01,8,4
2019-02-01,9,2
2019-02-01,10,6
2019-02-01,11,2
2019-02-01,12,2
2019-02-01,13,7
2019-02-01,14,4
2019-02-01,15,4
2019-02-01,16,2
2019-02-01,17,7
2019-02-01,18,7
2019-02-01,19,4
2019-02-01,20,7
2019-02-01,21,6
2019-02-01,22,3
2019-02-01,23,3
2019-02-02,0,4
2019-02-02,1,3
2019-02-02,2,2
2019-02-02,3,1
2019-02-02,4,2
2019-02-02,5,8
2019-02-02,6,6
2019-02-02,7,6
2019-02-02,8,6
2019-02-02,9,5
2019-02-02,10,6
2019-02-02,11,3
2019-02-02,12,11
2019-02-02,13,1
2019-02-02,14,5
2019-02-02,15,4
2019-02-02,16,4
2019-02-02,17,4
2019-02-02,18,4
2019-02-02,19,5
2019-02-02,20,7
2019-02-02,21,6
2019-02-02,22,5
2019-02-02,23,4
2019-02-03,0,4
2019-02-03,1,3
2019-02-03,2,6
2019-02-03,3,4
2019-02-03,4,1
2019-02-03,5,3
2019-02-03,6,8
2019-02-03,7,5
2019-02-03,8,5
2019-02-03,9,9
2019-02-03,10,5
2019-02-03,11,2
2019-02-03,12,2
2019-02-03,13,5
2019-02-03,14,7
2019-02-03,15,8
2019-02-03,16,7
2019-02-03,17,8
2019-02-03,18,6
2019-02-03,19,6
2019-02-03,20,3
2019-02-03,21,12
2019-02-03,22,3
2019-02-03,23,2
2019-02-04,0,7
2019-02-04,1,7
2019-02-04,2,4
2019-02-04,3,6
2019-02-04,4,4
2019-02-04,5,6
2019-02-04,6,5
2019-02-04,7,4
2019-02-04,8,8
2019-02-04,9,1
2019-02-04,10,9
2019-02-04,11,3
2019-02-04,12,2
