2019-02-02,18,1
2019-02-02,19,3
2019-02-02,20,1
2019-02-02,21,2
2019-02-02,22,2
2019-02-03,0,3
2019-02-03,1,1
2019-02-03,2,2
2019-02-03,3,1
2019-02-03,4,1
2019-02-03,5,2
2019-02-03,6,1
2019-02-03,7,3
2019-02-03,8,6
2019-02-03,10,4
2019-02-03,11,2
2019-02-03,12,3
2019-02-03,13,2
2019-02-03,15,2
2019-02-03,16,4
2019-02-03,17,1
2019-02-03,19,5
2019-02-03,21,5
2019-02-03,22,4
2019-02-03,23,2
2019-02-04,0,6
2019-02-04,1,1
2019-02-04,2,2
2019-02-04,3,3
2019-02-04,4,3
2019-02-04,5,2
2019-02-04,6,1
2019-02-04,9,2
2019-02-04,10,2
2019-02-04,11,1
2019-02-04,12,2
2019-02-04,14,1
2019-02-04,16,2
2019-02-04,18,5
2019-02-04,19,2
2019-02-04,20,1
2019-02-04,21,1
2019-02-04,22,2
2019-02-04,23,1
2019-02-05,0,1
2019-02-05,1,2
2019-02-05,2,3
2019-02-05,4,2
2019-02-05,5,4
2019-02-05,6,2
2019-02-05,7,4
2019-02-05,8,3
2019-02-05,9,1
2019-02-05,10,1
2019-02-05,11,3
2019-02-05,13,4
2019-02-05,14,2
2019-02-05,15,1
2019-02-05,17,2
2019-02-05,18,2
2019-02-05,19,2
2019-02-05,20,3
2019-02-05,21,2
2019-02-05,22,1
2019-02-05,23,4
2019-02-06,0,2
2019-02-06,1,2
2019-02-06,3,2
2019-02-06,4,4
2019-02-06,5,1
2019-02-06,6,3
2019-02-06,8,2
2019-02-06,9,2
2019-02-06,10,1
2019-02-06,11,3
2019-02-06,12,3
2019-02-06,13,1
2019-02-06,14,1
2019-02-06,15,1
2019-02-06,16,4
2019-02-06,17,3
2019-02-06,18,2
2019-02-06,19,4
2019-02-06,20,2
2019-02-06,21,3
2019-02-06,22,1
2019-02-06,23,2
2019-02-07,0,3
2019-02-07,1,3
2019-02-07,2,2
2019-02-07,3,1
2019-02-07,4,4
2019-02-07,5,3
2019-02-07,6,4
2019-02-07,7,1
2019-02-07,8,5
2019-02-07,9,2
2019-02-07,10,3
2019-02-07,12,2
2019-02-07,13,1
2019-02-07,14,5
2019-02-07,15,5
2019-02-07,19,3
2019-02-07,20,2
2019-02-07,21,1
2019-02-07,22,5
2019-02-07,23,3
2019-02-08,0,3
2019-02-08,1,4
2019-02-08,2,3
2019-02-08,3,1
2019-02-08,4,1
2019-02-08,5,3
2019-02-08,6,1
2019-02-08,9,2
2019-02-08,10,2
2019-02-08,11,2
2019-02-08,12,1
2019-02-08,13,4
2019-02-08,16,3
2019-02-08,17,1
2019-02-08,18,1
2019-02-08,19,2
2019-02-08,20,1
2019-02-08,21,3
2019-02-08,22,3
2019-02-08,23,1
2019-02-09,1,2
2019-02-09,3,3
2019-02-09,4,2
2019-02-09,5,3
2019-02-09,6,1
2019-02-09,7,1
2019-02-09,8,3
2019-02-09,9,7
2019-02-09,10,4
2019-02-09,11,1
2019-02-09,13,1
2019-02-09,14,3
2019-02-09,15,2
2019-02-09,16,3
2019-02-09,17,4
2019-02-09,18,2
2019-02-09,19,3
2019-02-09,20,2
2019-02-09,21,4
2019-02-09,22,1
2019-02-09,23,2
2019-02-10,0,2
2019-02-10,1,1
2019-02-10,2,3
2019-02-10,3,2
2019-02-10,4,2
2019-02-10,6,3
2019-02-10,7,3
2019-02-10,8,1
2019-02-10,9,3
2019-02-10,10,2
2019-02-10,11,3
2019-02-10,13,1
2019-02-10,14,2
2019-02-10,15,2
2019-02-10,17,3
2019-02-10,18,3
2019-02-10,19,3
2019-02-10,20,2
2019-02-10,21,3
2019-02-10,22,1
2019-02-11,0,2
2019-02-11,1,3
2019-02-11,4,4
2019-02-11,5,1
2019-02-11,6,1
2019-02-11,7,2
2019-02-11,9,1
2019-02-11,10,1
2019-02-11,11,3
2019-02-11,12,2
2019-02-11,13,1
2019-02-11,15,2
2019-02-11,16,4
2019-02-11,18,3
2019-02-11,19,1
2019-02-11,20,1
2019-02-11,21,2
2019-02-11,22,2
2019-02-11,23,5
2019-02-12,0,2
2019-02-12,1,1
2019-02-12,2,4
2019-02-12,3,4
2019-02-12,4,2
2019-02-12,5,4
2019-02-12,6,3
2019-02-12,7,4
2019-02-12,8,3
2019-02-12,9,5
2019-02-12,10,3
